"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
26,"1","2023-12-28T11:35:33.869019Z",26,"/data/upload/2/6812ae21-WIN_20231226_19_55_50_Pro_scaled_600px.png","[{""x"":41.18200303380011,""y"":76.36754941676581,""width"":13.646919268387721,""height"":17.27296103869719,""rotation"":349.01587267117554,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":82.24100038177782,""y"":32.76608845388939,""width"":15.782664941785255,""height"":15.087060876105628,""rotation"":35.217592968191695,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":81.11254851228978,""y"":24.320827943078914,""width"":8.538163001293654,""height"":4.010349288486417,""rotation"":0,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",37.47,"2023-12-28T11:35:33.869019Z"
27,"1","2023-12-28T11:40:29.574403Z",27,"/data/upload/2/f7839661-WIN_20231226_19_55_53_Pro_scaled_600px.png","[{""x"":56.53004279748165,""y"":45.96835875627489,""width"":13.829587311285222,""height"":14.540699372830499,""rotation"":337.25588789337445,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":41.149539815067996,""y"":76.08359428734079,""width"":14.503669678789352,""height"":17.835610658275197,""rotation"":352.16238632210195,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":79.15551570927167,""y"":57.39921574881367,""width"":15.516184339642209,""height"":16.736770441466728,""rotation"":341.8619178444041,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",293.629,"2023-12-28T11:40:29.574403Z"
28,"1","2023-12-28T11:45:24.301413Z",28,"/data/upload/2/99400cc9-WIN_20231226_19_55_56_Pro_scaled_600px.png","[{""x"":56.01904899868557,""y"":45.64555636153702,""width"":13.659432498270755,""height"":15.601258875982579,""rotation"":335.97580086101584,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":23.999345839196774,""y"":65.35016793026578,""width"":12.782091514158648,""height"":17.96558494900565,""rotation"":30.054376082874057,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":41.73071100501891,""y"":76.59100689508657,""width"":13.583842730724175,""height"":17.34934671258416,""rotation"":352.0106732336039,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":79.48571810394127,""y"":58.290841914048805,""width"":15.298692659148081,""height"":16.041329973335593,""rotation"":339.53413694022476,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",293.131,"2023-12-28T11:45:24.301413Z"
29,"1","2023-12-28T11:49:11.937620Z",29,"/data/upload/2/eaafe583-WIN_20231226_19_56_03_Pro_scaled_600px.png","[{""x"":8.79689521345407,""y"":60.41397153945667,""width"":16.5588615782665,""height"":15.394566623544566,""rotation"":0,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":23.41526520051746,""y"":71.28072445019407,""width"":15.006468305304008,""height"":16.946959896507085,""rotation"":0,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":53.68693402328589,""y"":71.79818887451488,""width"":14.100905562742568,""height"":17.852522639068567,""rotation"":0,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":67.61857004882211,""y"":84.06116492506447,""width"":13.889165883613483,""height"":18.04249999038167,""rotation"":332.05587716146863,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600}]",113.059,"2023-12-28T11:49:11.937620Z"
30,"1","2023-12-28T11:54:26.444041Z",30,"/data/upload/2/7140d956-WIN_20231226_19_56_12_Pro_scaled_600px.png","[{""x"":47.25746834554547,""y"":66.43126750625609,""width"":15.006468305304004,""height"":16.81759379042691,""rotation"":357.57366416839886,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":39.87599258232981,""y"":75.22956057398375,""width"":13.716656571244332,""height"":17.232485201969915,""rotation"":38.955907837759014,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":64.04203254422806,""y"":76.15365442143674,""width"":14.40999566382844,""height"":17.530426626827424,""rotation"":12.686285405632816,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":76.4581178927038,""y"":83.55822565915332,""width"":13.967296739582835,""height"":18.58161881775429,""rotation"":331.4341632062545,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",311.843,"2023-12-28T11:54:26.444041Z"
31,"1","2023-12-28T11:59:17.378490Z",31,"/data/upload/2/bf305f13-WIN_20231226_19_56_18_Pro_scaled_600px.png","[{""x"":49.239947252639354,""y"":18.540247080808598,""width"":13.872009674587776,""height"":15.183460586998235,""rotation"":350.66714133626533,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":50.87351790489455,""y"":82.30587107707007,""width"":14.233630012106063,""height"":16.42865009218121,""rotation"":331.2987098522545,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":11.582594478801362,""y"":63.47666379068495,""width"":15.265200517464406,""height"":13.773122980046438,""rotation"":330.49268565477814,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":71.00985519947749,""y"":79.72200893593588,""width"":16.362844623744977,""height"":16.8034692626151,""rotation"":14.073454921204473,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",289.547,"2023-12-28T11:59:17.378490Z"
32,"1","2023-12-28T12:15:19.746286Z",32,"/data/upload/2/b38dea1d-WIN_20231226_19_56_26_Pro_scaled_600px.png","[{""x"":24.361121282479246,""y"":62.62616349524024,""width"":14.822893241311027,""height"":13.10196845836604,""rotation"":329.000265447391,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":74.93437536441373,""y"":73.59748882315968,""width"":19.02593684804271,""height"":14.076810277264077,""rotation"":66.60960223702625,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":31.47040473998371,""y"":73.23253303184505,""width"":15.536753685190046,""height"":15.75624318425399,""rotation"":337.08717160322846,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":66.52393837087467,""y"":52.876305418888435,""width"":15.845810264262289,""height"":14.359637774902945,""rotation"":39.51781569045323,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",960.325,"2023-12-28T12:15:19.746286Z"
33,"1","2023-12-28T12:16:09.294628Z",33,"/data/upload/2/f8cf0954-WIN_20231226_19_56_39_Pro_scaled_600px.png","[{""x"":32.69488176376676,""y"":62.952810606225015,""width"":15.442118746045578,""height"":16.25741736067613,""rotation"":346.50426671920474,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":69.81015800657313,""y"":65.47385489076234,""width"":14.359408644206665,""height"":16.359366897130098,""rotation"":337.6593520400063,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",45.916,"2023-12-28T12:16:09.294628Z"
34,"1","2023-12-28T12:16:55.051862Z",34,"/data/upload/2/c058eff5-WIN_20231226_19_56_46_Pro_scaled_600px.png","[{""x"":33.58035954180606,""y"":85.30069409383067,""width"":17.30330498228267,""height"":15.943405192349516,""rotation"":311.4438189057458,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":83.45045881652254,""y"":46.514830091247426,""width"":16.825482495953104,""height"":15.205272530114556,""rotation"":51.86808632439727,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600}]",44.275,"2023-12-28T12:16:55.051862Z"
35,"1","2023-12-28T12:22:28.674557Z",35,"/data/upload/2/0bf559a0-WIN_20231226_19_56_59_Pro_scaled_600px.png","[{""x"":49.487800222806655,""y"":26.151335558261835,""width"":15.81625755196446,""height"":14.710464769401218,""rotation"":325.28820523208253,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":55.000814904863894,""y"":41.092535291618155,""width"":13.324708926261334,""height"":15.135834411384227,""rotation"":11.888658039627444,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":79.58627780540685,""y"":52.425488775055385,""width"":13.86949006210399,""height"":15.74058715414506,""rotation"":342.929586734307,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":73.77288318298416,""y"":77.4330216492772,""width"":14.671660504018213,""height"":18.63993431908726,""rotation"":342.91940436865167,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":29.49547218628715,""y"":78.78395860284597,""width"":13.712807244501954,""height"":17.852522639068617,""rotation"":0,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600},{""x"":64.74379801111793,""y"":56.652222325000466,""width"":13.159032471769036,""height"":16.787975121502356,""rotation"":337.66091907097615,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":62.24863987448362,""y"":78.296449389408,""width"":15.285945272485337,""height"":17.80733666295573,""rotation"":16.43789477497313,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":41.79285026592308,""y"":42.98845798723646,""width"":13.979148417020609,""height"":15.005414881343725,""rotation"":36.131276196816884,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":53.27843029268193,""y"":68.26348958135803,""width"":15.523932729624828,""height"":17.216264508480158,""rotation"":342.3498757800703,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":6.930725561427328,""y"":81.02366263918272,""width"":14.663477564433796,""height"":15.196323874509154,""rotation"":336.4418856399511,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":40.59258769213188,""y"":70.72732420705418,""width"":13.971539456662349,""height"":17.464424320827952,""rotation"":345.45722550910614,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":33.58597849567387,""y"":61.27865205799479,""width"":13.804700506942682,""height"":15.927817396982979,""rotation"":39.89284186229435,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600}]",332.339,"2023-12-28T12:22:28.675560Z"
36,"1","2023-12-28T13:29:32.617018Z",36,"/data/upload/2/79300d39-WIN_20231226_19_57_54_Pro_scaled_600px.png","[{""x"":9.975160419472333,""y"":70.4017770401468,""width"":15.722099492927196,""height"":16.93452911037451,""rotation"":351.085073042853,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":49.63885543749956,""y"":67.38443478576983,""width"":13.592233009708679,""height"":16.201657169169028,""rotation"":45.26649007605795,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":60.9706454189409,""y"":73.847934706456,""width"":13.349514563106752,""height"":18.453819635743223,""rotation"":338.4507155288072,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":34.9050746932598,""y"":75.37984257455236,""width"":14.143810783335805,""height"":14.641083636655924,""rotation"":43.74919918523517,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600}]",81.866,"2023-12-28T13:29:32.617018Z"
37,"1","2023-12-28T13:34:32.208961Z",37,"/data/upload/2/73c98f8a-WIN_20231227_09_55_38_Procropped_600px.png","[{""x"":79.5553529160527,""y"":38.861026937572554,""width"":17.69273629776463,""height"":15.047926276195131,""rotation"":2.890049029188333,""rectanglelabels"":[""red_die_pip6""],""original_width"":600,""original_height"":600},{""x"":12.73729232797395,""y"":70.60894532454112,""width"":14.89260774413992,""height"":19.267575634606185,""rotation"":16.866703674532744,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":78.04444175902961,""y"":72.70100156393472,""width"":16.50485436893197,""height"":17.233009708737885,""rotation"":355.8900020387265,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":55.83276190799923,""y"":58.92448894697731,""width"":15.283786651837714,""height"":16.178622524399078,""rotation"":354.6232945719505,""rectanglelabels"":[""red_die_pip5""],""original_width"":600,""original_height"":600},{""x"":27.319927902592063,""y"":58.90663027972393,""width"":15.59265216810638,""height"":17.50219247302439,""rotation"":9.057539754042978,""rectanglelabels"":[""red_die_pip4""],""original_width"":600,""original_height"":600},{""x"":36.08498601927135,""y"":36.25714664192802,""width"":15.262661089163695,""height"":16.27808425987182,""rotation"":339.11419853930784,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":80.33980582524272,""y"":57.03883495145631,""width"":17.96116504854369,""height"":15.291262135922343,""rotation"":0,""rectanglelabels"":[""red_die_pip3""],""original_width"":600,""original_height"":600},{""x"":34.95950594552523,""y"":74.21576471227297,""width"":14.995966316177642,""height"":18.2145762455562,""rotation"":352.6004053401143,""rectanglelabels"":[""red_die_pip2""],""original_width"":600,""original_height"":600},{""x"":13.72413793552701,""y"":50.11467333485978,""width"":15.923908790983946,""height"":17.2330097087379,""rotation"":8.300690860127816,""rectanglelabels"":[""red_die_pip1""],""original_width"":600,""original_height"":600}]",277.935,"2023-12-28T13:34:32.208961Z"
